ID number,Date,Month,Year,Description of event,Type of event,Institutions or actors,UK jurisdiction,Special tag,Subject matter (general),Subject matter (specific),Source,...13,...14,...15
NA,21,July,2021,"The Lord Chancellor and Secretary of State for Justice introduced the Judicial Review and Courts Bill into the House of Commons. Among other things, the Bill imposes an obligation on courts to consider granting a suspended quashing order and introduces an ouster clause for so-called Cart judicial reviews, whereby a person seeks to challenge an Upper Tribunal decision to refuse permission to appeal a First-tier Tribunal decision.",Primary legislation,Ministry of Justice,England and Wales,None,Courts; Rule of law,ouster clauses; judicial review; effective remedies; Administrative Court; government under law,https://publications.parliament.uk/pa/bills/cbill/58-02/0152/210152.pdf,NA,NA,NA
NA,21,July,2021,"The Lord Chancellor and Secretary of State for Justice gave a keynote address at Policy Exchange's Judicial Power Project where he outlined the government's proposed reforms to judicial review. He noted that the suggested ouster clause being used to abolish Cart judicial reviews would be used as a guide for other ouster clauses in future and called on the courts to modify their approach to Wednesbury unreasonableness, common law proportionality, and the principle of legality.","Decision, announcement, statement or speech",Ministry of Justice,England and Wales,None,"Courts; Ethics, standards and integrity; Rule of law",judicial independence; public rhetoric; ouster clauses; judicial review; effective remedies; Administrative Court; government under law,https://policyexchange.org.uk/pxevents/banishing-the-ghosts-of-judicial-review-past/,NA,NA,NA
NA,21,July,2021,"The Home Secretary set out a Tackling Violence Against Women and Girls Strategy, which included: the criminalisation of virginity testing; a £5m ""Safety of Women at Night"" Fund; appointing two Violence Against Women and Girls Transport Champions; and creating a new national policing lead on violence against women and girls who will report to the National Policing Board.",Policy paper,Home Office,England and Wales,None,Human rights and equality; Civil service and public sector reform,new public bodies; women and gender; criminal sanctions,https://www.gov.uk/government/news/tackling-violence-against-women-and-girls-strategy-launched,NA,NA,NA
NA,21,July,2021,"The Secretary of State for Northern Ireland made a statement to the House of Commons indicated that the government wished for significant changes to the operation of the Northern Ireland Protocol. The Secretary of State claimed that the Protocol was causing ""societal instability"" and ""its burdens have been the source of considerable and ongoing disruption to lives and livelihoods.""",Ministerial statement,Northern Ireland Office,UK; Northern Ireland,Brexit,Devolution and the Union; Rule of law,Northern Ireland Protocol; international law; Northern Ireland; public rhetoric,https://hansard.parliament.uk/commons/2021-07-21/debates/D4E9C0BB-69A1-4734-AF0D-D6B8C098C671/NorthernIrelandProtocol,NA,NA,NA
NA,21,July,2021,"The Cabinet Office released a Command Paper entitled ""Northern Ireland Protocol: The way forward"" setting out its suggested approach to reforming the Northern Ireland Protocol.",Policy paper,Northern Ireland Office,UK; Northern Ireland,Brexit,Devolution and the Union; Rule of law,Northern Ireland Protocol; international law; Northern Ireland,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1004581/CCS207_CCS0721914902-001_Northern_Ireland_Protocol_PRINT__1___2_.pdf,NA,NA,NA
NA,21,July,2021,The Home Secretary removed the deadline for claiming compensation via the Windrush Compensation Scheme. This means that all people eligible to receive compensation under the Scheme can do so at any time.,"Decision, announcement, statement or speech",Home Office,UK,None,Human rights and equality,immigration; race; protected characteristics,https://www.gov.uk/government/news/windrush-compensation-scheme-end-date-removed,NA,NA,NA
NA,21,July,2021,"The Secretary of State for Health released a policy paper setting out a national strategy for autistic children, young people, and adults for 2021 to 2026. The strategy includes: improving public understanding of autism; improving autistic children and young people's access to education; supporting more autistic adults into employment; tackling health inequalities; and building the right community support for autistic people.",Policy paper,Department for Health,England,None,Human rights and equality,disabilities; protected characteristics,https://www.gov.uk/government/publications/national-strategy-for-autistic-children-young-people-and-adults-2021-to-2026/the-national-strategy-for-autistic-children-young-people-and-adults-2021-to-2026,NA,NA,NA
NA,21,July,2021,"The Cabinet Office released its report into the lobbying activities of Lex Greensill, who worked for former Prime Minister, David Cameron, as an unpaid advisor on supply chain finance, and determined that ""Greensill had a privileged – and sometimes extraordinarily privileged - relationship with government."" Greensill had a number of roles in the finance sector, including with Greensill Capital.",Report,Cabinet Office,England,Coronavirus,"Ethics, standards and integrity",lobbying,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1005016/2021_07_21_FINAL_Part_1.pdf,NA,NA,NA
NA,21,July,2021,"The Civil Service Commission noted in its annual report that the number of civil service appointments had doubled from around 45,000 in 2019/20 to around 91,000 in 2020/21. The number of appointments made via an open and competitive process was 45% and the number of appointments made as an exception to the open competitive process was 55%.",Report,Civil Service,UK,Coronavirus,"Civil service and public sector reform; Ethics, standards and integrity",civil service; public body appointments; Commissioner for Public Appointments,https://civilservicecommission.independent.gov.uk/wp-content/uploads/2021/07/CSC_ARA_2020-21_-v10_WEB.pdf,NA,NA,NA
*,21,July,2021,The Commons Standards Committee found that five Conservative MPs breached the code of conduct with an attempt to influence legal proceedings by writing letters to senior members of the judiciary.,"Decision, announcement, statement or speech",House of Commons Standards Committee,UK,None,"Ethics, standards and integrity; Rule of Law",Code of Conduct for Members of Parliament; House of Commons,https://www.bbc.co.uk/news/uk-politics-57914664,NA,NA,NA
NA,22,July,2021,The Justice and Security (Northern Ireland) Act 2007 (Extension of Duration of Non-Jury Trial Provisions) Order 2021 extends the period of time in Northern Ireland during which non-jury trials can be held in relation to indictable offences for two years until 22 July 2023.,Statutory instrument,Northern Ireland Office,Northern Ireland,None,Human rights and equality; Devolution and the Union,Northern Ireland,https://www.legislation.gov.uk/uksi/2021/876/contents/made,NA,NA,NA
NA,22,July,2021,"The Cabinet Office and Department for Business launched a consultation on the government's approach to developing, drafting, and implementing regulations post-Brexit. This includes examining ways to remove or modify outdated regulation; exploring regulatory ""sandboxes"" where certain regulations could be suspended under supervision to permit experimentation; and adopting a proportionality principle in proposals for new regulation.",Policy paper,"Cabinet Office; Department for Business, Energy and Industrial Strategy",UK,Brexit,Civil service and public sector reform,regulators; regulation principles,https://www.gov.uk/government/news/uk-to-seize-brexit-opportunities-and-unleash-innovation-by-overhauling-approach-to-red-tape-22-july-2021,NA,NA,NA
